Datetime,Close,High,Low,Open,Volume
,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
2025-09-29 11:00:00+00:00,112139.6484375,112141.5,111966.0078125,112138.640625,0
2025-09-29 12:00:00+00:00,112039.7421875,112407.71875,112022.21875,112128.0234375,968675328
2025-09-29 13:00:00+00:00,113375.4453125,113480.6484375,111969.1171875,112054.6640625,3476328448
2025-09-29 14:00:00+00:00,114174.5703125,114284.34375,113281.65625,113290.5390625,5682839552
2025-09-29 15:00:00+00:00,113873.5390625,114153.0859375,113787.96875,114093.703125,1020358656
2025-09-29 16:00:00+00:00,113686.0625,114080.484375,113686.0625,113862.5625,657666048
2025-09-29 17:00:00+00:00,114140.9296875,114193.15625,113550.125,113676.6796875,1377460224
2025-09-29 18:00:00+00:00,114104.7421875,114189.5,113937.6796875,114119.4296875,1064841216
2025-09-29 19:00:00+00:00,114370.828125,114370.828125,113960.75,114088.0390625,609976320
2025-09-29 20:00:00+00:00,114317.078125,114459.59375,114200.4609375,114300.7109375,2431823872
2025-09-29 21:00:00+00:00,114278.234375,114405.8125,114156.671875,114330.546875,184532992
2025-09-29 22:00:00+00:00,114224.6015625,114257.140625,114091.0234375,114255.1953125,0
2025-09-29 23:00:00+00:00,114379.546875,114405.1796875,114223.3359375,114226.4765625,0
2025-09-30 00:00:00+00:00,114610.3828125,114788.0703125,114142.3984375,114389.28125,114614272
2025-09-30 01:00:00+00:00,114420.625,114800.2578125,114372.21875,114566.8984375,0
2025-09-30 02:00:00+00:00,114504.9453125,114655.03125,114442.0078125,114577.9296875,352444416
2025-09-30 03:00:00+00:00,114430.6875,114573.0859375,114376.03125,114512.90625,41725952
2025-09-30 04:00:00+00:00,114164.015625,114435.53125,114164.015625,114435.53125,0
2025-09-30 05:00:00+00:00,113944.125,114258.078125,113920.015625,114133.90625,900395008
2025-09-30 06:00:00+00:00,113953.8515625,114086.140625,113885.8359375,113949.0,1692393472
2025-09-30 07:00:00+00:00,113774.921875,114017.4921875,113678.671875,113936.1796875,0
2025-09-30 08:00:00+00:00,113535.9609375,113772.375,113484.1484375,113764.7890625,239652864
2025-09-30 09:00:00+00:00,112874.5859375,113519.671875,112874.5859375,113497.40625,304001024
2025-09-30 10:00:00+00:00,112983.8125,113082.15625,112740.5625,112822.703125,2022281216
2025-09-30 11:00:00+00:00,113131.5625,113156.796875,112860.828125,112986.0625,0
2025-09-30 12:00:00+00:00,113091.8046875,113280.8828125,113060.078125,113100.8828125,82071552
2025-09-30 13:00:00+00:00,113417.4609375,113664.046875,112943.25,113054.09375,0
2025-09-30 14:00:00+00:00,113648.6796875,113648.6796875,113021.703125,113435.515625,0
2025-09-30 15:00:00+00:00,113146.1015625,113641.2265625,113010.2421875,113641.2265625,0
2025-09-30 16:00:00+00:00,112817.1953125,113240.734375,112817.1953125,113143.59375,0
2025-09-30 17:00:00+00:00,113311.8046875,113515.265625,112842.8359375,112842.8359375,467517440
2025-09-30 18:00:00+00:00,113722.0234375,113722.0234375,113247.296875,113299.984375,0
2025-09-30 19:00:00+00:00,114426.3125,114540.09375,113720.9765625,113720.9765625,746348544
2025-09-30 20:00:00+00:00,114633.03125,114679.6328125,114152.0078125,114394.5390625,588214272
2025-09-30 21:00:00+00:00,114218.125,114744.953125,114218.125,114630.1015625,1933656064
2025-09-30 22:00:00+00:00,113965.3984375,114364.609375,113909.0,114181.265625,0
2025-09-30 23:00:00+00:00,114043.4453125,114043.4453125,113803.8203125,113959.515625,0
2025-10-01 00:00:00+00:00,114231.078125,114275.8984375,113984.9375,114078.0078125,191578112
2025-10-01 01:00:00+00:00,114526.3671875,114536.4140625,114185.015625,114234.328125,0
2025-10-01 02:00:00+00:00,114293.34375,114544.3671875,114293.078125,114541.7109375,0
2025-10-01 03:00:00+00:00,114211.859375,114525.421875,114162.640625,114282.90625,629538816
2025-10-01 04:00:00+00:00,114316.125,114660.0390625,114210.1484375,114210.84375,1492398080
2025-10-01 05:00:00+00:00,114574.90625,114714.203125,114296.5390625,114302.6484375,0
2025-10-01 06:00:00+00:00,114292.453125,114602.4375,114259.5546875,114581.3984375,0
2025-10-01 07:00:00+00:00,114596.953125,114599.5703125,114289.4296875,114289.4296875,0
2025-10-01 08:00:00+00:00,116106.1015625,116438.65625,114533.5078125,114584.78125,3199971328
2025-10-01 09:00:00+00:00,116436.1953125,116528.75,116025.015625,116126.6015625,2460639232
2025-10-01 10:00:00+00:00,116283.2421875,116567.4140625,116256.3671875,116453.3359375,0
2025-10-01 11:00:00+00:00,116769.90625,116776.359375,116311.859375,116311.859375,857948160
2025-10-01 12:00:00+00:00,116450.671875,116889.3515625,116415.578125,116816.34375,634363904
2025-10-01 13:00:00+00:00,116831.515625,116831.515625,116431.71875,116431.71875,358285312
2025-10-01 14:00:00+00:00,117355.796875,117434.640625,116821.5546875,116821.5546875,684838912
2025-10-01 15:00:00+00:00,117421.9140625,117593.390625,117191.1171875,117368.453125,2636648448
2025-10-01 16:00:00+00:00,117665.84375,118139.828125,117441.7265625,117476.3984375,3024486400
2025-10-01 17:00:00+00:00,116906.65625,117727.7421875,116837.90625,117630.5,703905792
2025-10-01 18:00:00+00:00,117282.7890625,117371.90625,116864.21875,116886.8984375,749264896
2025-10-01 19:00:00+00:00,117455.1640625,117645.6875,117279.765625,117279.765625,0
2025-10-01 20:00:00+00:00,117583.6875,117583.6875,117248.5625,117490.703125,0
2025-10-01 21:00:00+00:00,117577.515625,117617.84375,117418.1484375,117600.015625,0
2025-10-01 22:00:00+00:00,117870.0078125,118062.125,117613.203125,117613.203125,348610560
2025-10-01 23:00:00+00:00,118568.6484375,118568.6484375,117781.84375,117821.15625,2076737536
2025-10-02 00:00:00+00:00,118557.25,119451.0703125,118557.25,118625.8046875,3872276480
2025-10-02 01:00:00+00:00,118747.1015625,118893.0703125,118498.1171875,118498.1171875,585687040
2025-10-02 02:00:00+00:00,118791.40625,118801.5,118568.3828125,118694.9375,1593663488
2025-10-02 03:00:00+00:00,118801.8203125,119070.7421875,118774.5,118777.1875,0
2025-10-02 04:00:00+00:00,118662.765625,118977.453125,118551.5859375,118797.1015625,418619392
2025-10-02 05:00:00+00:00,118427.1015625,118732.9609375,118405.3359375,118732.9609375,0
2025-10-02 06:00:00+00:00,118690.75,118719.046875,118413.171875,118435.9375,0
2025-10-02 07:00:00+00:00,118562.671875,118726.984375,118517.53125,118702.0625,0
2025-10-02 08:00:00+00:00,118702.5625,118704.4921875,118432.34375,118607.8515625,0
2025-10-02 09:00:00+00:00,118854.3203125,118854.3203125,118638.8125,118702.3671875,0
2025-10-02 10:00:00+00:00,118675.5,118899.6953125,118672.9921875,118884.453125,0
2025-10-02 11:00:00+00:00,118811.609375,118912.0078125,118609.5234375,118675.984375,0
2025-10-02 12:00:00+00:00,119458.234375,119458.234375,118817.09375,118820.9296875,0
2025-10-02 13:00:00+00:00,119727.5859375,119812.5859375,119006.1953125,119442.015625,13193216
2025-10-02 14:00:00+00:00,118924.140625,119779.9453125,118849.7421875,119658.4609375,445992960
2025-10-02 15:00:00+00:00,119966.578125,119966.578125,118635.75,118882.28125,1245323264
2025-10-02 16:00:00+00:00,119748.1015625,120309.65625,119697.8828125,119974.15625,330629120
2025-10-02 17:00:00+00:00,119992.9296875,119992.9296875,119494.0390625,119788.40625,0
2025-10-02 18:00:00+00:00,120618.375,120683.9609375,119999.7734375,119999.7734375,341516288
2025-10-02 19:00:00+00:00,120844.0546875,121047.34375,120574.3828125,120574.3828125,3738001408
2025-10-02 20:00:00+00:00,120645.6953125,120965.375,120406.9609375,120897.1953125,415318016
2025-10-02 21:00:00+00:00,120259.8671875,120777.25,120249.59375,120675.6640625,689512448
2025-10-02 22:00:00+00:00,120275.875,120477.6171875,120160.0390625,120220.578125,471334912
2025-10-02 23:00:00+00:00,120653.765625,120672.1328125,120298.4140625,120298.4140625,0
2025-10-03 00:00:00+00:00,120217.2265625,120606.3203125,120207.5703125,120606.3203125,0
2025-10-03 01:00:00+00:00,119953.234375,120327.53125,119953.234375,120214.0390625,0
2025-10-03 02:00:00+00:00,120279.6640625,120308.0859375,119965.9375,119965.9375,0
2025-10-03 03:00:00+00:00,120325.453125,120485.921875,120259.953125,120265.796875,1408188416
2025-10-03 04:00:00+00:00,120129.5703125,120359.5234375,120111.4375,120312.9765625,4578168832
2025-10-03 05:00:00+00:00,120000.765625,120158.2421875,119879.5625,120128.734375,8684244992
2025-10-03 06:00:00+00:00,120004.0234375,120105.34375,119895.8828125,119998.4453125,3399069696
